transaction_id,date_time,customer_id,branch_id,employee_id,product_sku,product_name,product_category,unit_price,quantity,total_amount,customer_feedback,referral_source,employee_name,role,date_of_joining,leave_days_taken,sales_performance_score
TRN-041702,2024-12-05 06:08:36,CUST-5830,BCH-001,EMP-001-001,SKU-0034,Range Pasta,Personal Care,18.94,1,18.94,,Word-of-Mouth,Ryan Page,Cashier,2024-10-31,9.0,67.0
TRN-049891,2024-10-16 16:46:38,CUST-518,BCH-008,EMP-008-001,SKU-0047,Beat Soap,Personal Care,11.33,2,22.66,,Online Ad,Michael Mccullough,Inventory Specialist,2024-12-05,12.0,66.0
TRN-025069,2024-10-26 20:10:36,CUST-9237,BCH-002,EMP-002-001,SKU-0020,Four Milk,Snacks,15.28,1,15.28,Process value college fact turn beat. Market opportunity budget.,Online Ad,Yolanda Burns,Store Manager,2024-04-27,4.0,71.0
TRN-045809,2024-09-26 21:52:24,CUST-1580,BCH-006,EMP-006-004,SKU-0065,Try Chips,Snacks,15.46,1,15.46,,Word-of-Mouth,Daniel Lucas,Store Manager,2024-05-16,2.0,66.0
TRN-004538,2024-10-21 17:22:42,CUST-1026,BCH-004,EMP-004-001,SKU-0067,Family Chips,Beverages,22.71,2,45.42,,Online Ad,Samantha Barnes,Cashier,2024-04-16,2.0,61.0
TRN-027840,2024-11-18 11:42:48,CUST-7671,BCH-009,EMP-009-001,SKU-0083,Throughout Milk,Beverages,23.76,1,23.76,,Word-of-Mouth,Ian Arroyo,Merchandiser,2024-09-03,6.0,87.0
TRN-20250915-125,2025-09-15 12:31:47,CUST-4575,BCH-010,EMP-010-003,SKU-0014,Me Soap,Personal Care,12.78,1,12.78,,Social Media,Jill Dyer,Merchandiser,2024-12-18,,
TRN-006051,2024-12-04 10:31:40,CUST-1515,BCH-009,EMP-009-002,SKU-0001,Forget Pasta,Pantry,15.7,1,15.7,,Word-of-Mouth,Brandi Collins,Store Manager,2024-10-17,2.0,90.0
TRN-028299,2024-11-15 23:48:55,CUST-8360,BCH-006,EMP-006-004,SKU-0085,Science Pasta,Pantry,14.29,3,42.87,,Newspaper,Daniel Lucas,Store Manager,2024-05-16,2.0,66.0
TRN-005555,2024-12-16 20:21:39,CUST-4793,BCH-001,EMP-001-000,SKU-0086,Reality Soap,Beverages,22.1,3,66.3,,Social Media,Robert Dunn,Inventory Specialist,2024-01-06,8.0,68.0
TRN-20250916-99,2025-09-16 13:07:41,CUST-2393,BCH-005,EMP-005-002,SKU-0042,Return Juice,Beverages,23.1,1,23.1,,Newspaper,Colleen Montoya,Inventory Specialist,2024-09-03,,
TRN-024256,2024-12-19 09:03:51,CUST-2686,BCH-007,EMP-007-003,SKU-0041,Black Pasta,Beverages,5.81,3,17.43,,Online Ad,Michael Levy,Store Manager,2024-01-23,9.0,83.0
TRN-025413,2024-10-18 08:31:27,CUST-1530,BCH-001,EMP-001-003,SKU-0051,Local Cereal,Personal Care,13.79,3,41.37,,Online Ad,Nicholas Padilla,Store Manager,2024-01-25,6.0,83.0
TRN-026865,2024-12-21 06:13:15,CUST-7014,BCH-002,EMP-002-002,SKU-0088,Seem Chips,Beverages,24.56,1,24.56,,Online Ad,Michelle Kelley,Cashier,2024-11-12,13.0,98.0
TRN-008720,2024-11-12 17:23:12,CUST-6680,BCH-006,EMP-006-002,SKU-0039,Risk Chips,Dairy,7.13,1,7.13,Few fire finish individual. Health set same will start few final.,Word-of-Mouth,Daniel Owen,Cashier,2024-12-29,0.0,92.0
TRN-036704,2024-12-11 16:10:20,CUST-8480,BCH-005,EMP-005-000,SKU-0089,Quickly Pasta,Beverages,5.26,3,15.78,,Newspaper,Michael Watson,Store Manager,2024-03-07,1.0,95.0
TRN-002080,2024-11-16 03:37:39,CUST-4809,BCH-001,EMP-001-004,SKU-0013,Because Chips,Dairy,11.51,3,34.53,,Newspaper,Keith Allen,Cashier,2024-02-25,3.0,64.0
TRN-038470,2024-11-18 09:18:21,CUST-9372,BCH-010,EMP-010-004,SKU-0012,Property Soap,Pantry,14.63,2,29.26,,Social Media,Nicole Henson,Cashier,2024-07-11,11.0,67.0
TRN-013929,2024-12-07 09:58:06,CUST-6275,BCH-006,EMP-006-000,SKU-0068,Today Cereal,Snacks,14.21,2,28.42,,Social Media,Jacob Hooper,Merchandiser,2024-01-15,9.0,77.0
TRN-016077,2024-12-05 23:48:25,CUST-3521,BCH-001,EMP-001-002,SKU-0033,Political Milk,Pantry,19.08,1,19.08,,Word-of-Mouth,April Snyder,Cashier,2024-12-02,6.0,81.0
TRN-003402,2024-12-24 04:57:12,CUST-5114,BCH-004,EMP-004-001,SKU-0030,Billion Milk,Beverages,24.02,2,48.04,,Word-of-Mouth,Samantha Barnes,Cashier,2024-04-16,2.0,61.0
TRN-021446,2024-09-22 12:45:09,CUST-3831,BCH-009,EMP-009-001,SKU-0055,Training Milk,Snacks,11.5,3,34.5,,Online Ad,Ian Arroyo,Merchandiser,2024-09-03,6.0,87.0
TRN-045249,2024-12-23 14:48:26,CUST-1829,BCH-009,EMP-009-000,SKU-0014,Share Pasta,Dairy,3.0,3,9.0,Church item item value. Her message might wait decide.,Newspaper,Philip Olson,Store Manager,2024-08-24,15.0,66.0
TRN-004244,2024-10-10 23:42:14,CUST-2296,BCH-005,EMP-005-004,SKU-0066,Clear Cereal,Snacks,10.64,2,21.28,,Social Media,Colin Greer,Cashier,2024-02-16,7.0,87.0
TRN-019669,2024-10-01 21:14:18,CUST-9457,BCH-007,EMP-007-002,SKU-0046,Product Soap,Personal Care,15.94,3,47.82,Side develop list. Staff establish admit pass politics produce.,Newspaper,Julie Barrera,Cashier,2024-08-09,1.0,77.0
TRN-040369,2024-12-06 20:13:59,CUST-5878,BCH-009,EMP-009-002,SKU-0011,Official Soap,Snacks,7.42,2,14.84,,Online Ad,Brandi Collins,Store Manager,2024-10-17,2.0,90.0
TRN-043791,2024-12-12 06:10:18,CUST-7021,BCH-007,EMP-007-003,SKU-0072,Describe Soap,Beverages,13.88,1,13.88,"Manage want wish. Executive food address ok. Her early edge wish score.
Vote campaign focus.",Online Ad,Michael Levy,Store Manager,2024-01-23,9.0,83.0
TRN-1757841224-133,2025-09-14 14:43:44,CUST-10078,BCH-003,EMP-003-004,SKU-0097,Movie Chips,Pantry,10.83,2,21.66,"Service was fine, nothing to complain.",Social Media,Melinda Massey,Merchandiser,2024-07-22,,
TRN-025295,2024-12-15 03:12:44,CUST-1875,BCH-005,EMP-005-000,SKU-0006,Test Chips,Dairy,16.14,1,16.14,,Online Ad,Michael Watson,Store Manager,2024-03-07,1.0,95.0
TRN-004942,2024-12-05 06:53:45,CUST-6325,BCH-005,EMP-005-002,SKU-0089,Quickly Pasta,Beverages,5.26,1,5.26,,Word-of-Mouth,Colleen Montoya,Inventory Specialist,2024-09-03,10.0,75.0
TRN-008644,2024-10-17 15:13:53,CUST-5375,BCH-004,EMP-004-003,SKU-0089,Quickly Pasta,Beverages,5.26,3,15.78,,Newspaper,Mrs. Erika Wilson,Store Manager,2024-08-15,11.0,75.0
TRN-008706,2024-12-14 04:56:38,CUST-5589,BCH-004,EMP-004-000,SKU-0051,Local Cereal,Personal Care,13.79,3,41.37,Should forget suffer effort again or. Interest receive safe until.,Online Ad,Robert Atkinson,Cashier,2024-12-13,8.0,80.0
TRN-1758204827-53,2025-09-18 19:43:47,CUST-6489,BCH-009,EMP-009-002,SKU-0045,Opportunity Pasta,Snacks,13.82,1,13.82,Friendly staff and quick checkout.,Word-of-Mouth,Brandi Collins,Store Manager,2024-10-17,,
TRN-022136,2024-10-08 12:54:15,CUST-6699,BCH-006,EMP-006-002,SKU-0055,Training Milk,Snacks,11.5,1,11.5,Rich floor game win weight war be. Care performance position mission build throw.,Social Media,Daniel Owen,Cashier,2024-12-29,0.0,92.0
TRN-018224,2024-12-15 07:31:13,CUST-6114,BCH-001,EMP-001-000,SKU-0069,After Milk,Pantry,22.03,3,66.09,,Online Ad,Robert Dunn,Inventory Specialist,2024-01-06,8.0,68.0
TRN-20250915-87,2025-09-15 12:31:47,CUST-246,BCH-009,EMP-009-000,SKU-0033,Play Cereal,Pantry,22.0,3,66.0,,Newspaper,Philip Olson,Store Manager,2024-08-24,,
TRN-010737,2024-12-11 13:14:07,CUST-4200,BCH-003,EMP-003-002,SKU-0093,Learn Milk,Personal Care,14.69,1,14.69,,Online Ad,Michael Anderson,Cashier,2024-02-28,5.0,66.0
TRN-029053,2024-12-14 14:16:58,CUST-6474,BCH-001,EMP-001-002,SKU-0032,By Pasta,Snacks,23.14,2,46.28,,Online Ad,April Snyder,Cashier,2024-12-02,6.0,81.0
TRN-047865,2024-09-29 03:34:56,CUST-1734,BCH-001,EMP-001-003,SKU-0068,Today Cereal,Snacks,14.21,3,42.63,,Word-of-Mouth,Nicholas Padilla,Store Manager,2024-01-25,6.0,83.0
TRN-033815,2024-10-30 08:16:45,CUST-8749,BCH-007,EMP-007-000,SKU-0048,Age Juice,Snacks,3.33,1,3.33,,Online Ad,Antonio Mcdonald,Merchandiser,2024-08-19,15.0,85.0
TRN-005186,2024-09-29 06:56:53,CUST-8583,BCH-002,EMP-002-001,SKU-0037,Five Pasta,Pantry,21.45,3,64.35,,Word-of-Mouth,Yolanda Burns,Store Manager,2024-04-27,4.0,71.0
TRN-012679,2024-10-28 22:06:22,CUST-5027,BCH-007,EMP-007-001,SKU-0077,Your Juice,Pantry,15.83,1,15.83,,Social Media,William Gonzalez,Merchandiser,2024-05-19,0.0,82.0
TRN-20250915-130,2025-09-15 12:44:41,CUST-7974,BCH-004,EMP-004-001,SKU-0046,Blood Chips,Snacks,24.36,1,24.36,,Newspaper,Samantha Barnes,Cashier,2024-04-16,,
TRN-039068,2024-11-28 19:06:39,CUST-3444,BCH-002,EMP-002-003,SKU-0075,Open Soap,Pantry,22.51,3,67.53,,Newspaper,Christina Lloyd,Merchandiser,2024-07-31,5.0,81.0
TRN-037486,2024-10-22 15:57:42,CUST-4134,BCH-009,EMP-009-002,SKU-0089,Quickly Pasta,Beverages,5.26,2,10.52,,Newspaper,Brandi Collins,Store Manager,2024-10-17,2.0,90.0
TRN-012695,2024-10-16 09:05:03,CUST-8333,BCH-009,EMP-009-001,SKU-0014,Share Pasta,Dairy,3.0,1,3.0,,Online Ad,Ian Arroyo,Merchandiser,2024-09-03,6.0,87.0
TRN-007686,2024-09-19 17:08:57,CUST-4848,BCH-009,EMP-009-004,SKU-0021,About Juice,Dairy,15.97,2,31.94,,Social Media,Caitlin Walker,Cashier,2024-06-23,11.0,84.0
TRN-002625,2024-12-06 03:34:24,CUST-9737,BCH-002,EMP-002-000,SKU-0046,Product Soap,Personal Care,15.94,1,15.94,,Word-of-Mouth,Jo Miller,Store Manager,2024-05-04,3.0,61.0
TRN-047919,2024-12-04 12:01:02,CUST-5618,BCH-008,EMP-008-002,SKU-0014,Share Pasta,Dairy,3.0,3,9.0,,Social Media,Emily Howard,Store Manager,2024-11-21,4.0,100.0
TRN-039733,2024-12-11 21:31:40,CUST-690,BCH-002,EMP-002-004,SKU-0079,Writer Soap,Beverages,15.12,1,15.12,,Word-of-Mouth,Jill Carlson,Inventory Specialist,2024-05-29,10.0,78.0
TRN-008153,2024-11-23 06:50:10,CUST-8727,BCH-010,EMP-010-004,SKU-0034,Range Pasta,Personal Care,18.94,3,56.82,,Newspaper,Nicole Henson,Cashier,2024-07-11,11.0,67.0
TRN-048681,2024-11-22 07:55:42,CUST-1123,BCH-009,EMP-009-002,SKU-0005,Table Cereal,Snacks,16.86,2,33.72,,Social Media,Brandi Collins,Store Manager,2024-10-17,2.0,90.0
TRN-005299,2024-12-18 17:51:50,CUST-5889,BCH-009,EMP-009-001,SKU-0012,Property Soap,Pantry,14.63,3,43.89,,Social Media,Ian Arroyo,Merchandiser,2024-09-03,6.0,87.0
TRN-015827,2024-10-02 17:21:18,CUST-3275,BCH-002,EMP-002-001,SKU-0039,Risk Chips,Dairy,7.13,2,14.26,,Newspaper,Yolanda Burns,Store Manager,2024-04-27,4.0,71.0
TRN-032518,2024-10-21 10:29:47,CUST-9612,BCH-008,EMP-008-002,SKU-0066,Clear Cereal,Snacks,10.64,2,21.28,,Social Media,Emily Howard,Store Manager,2024-11-21,4.0,100.0
TRN-017904,2024-11-26 15:39:13,CUST-9681,BCH-004,EMP-004-000,SKU-0039,Risk Chips,Dairy,7.13,2,14.26,,Social Media,Robert Atkinson,Cashier,2024-12-13,8.0,80.0
TRN-038598,2024-11-29 17:51:40,CUST-8141,BCH-009,EMP-009-002,SKU-0042,Maybe Soap,Pantry,10.95,1,10.95,,Newspaper,Brandi Collins,Store Manager,2024-10-17,2.0,90.0
TRN-004943,2024-10-27 15:37:07,CUST-9950,BCH-005,EMP-005-004,SKU-0030,Billion Milk,Beverages,24.02,2,48.04,,Word-of-Mouth,Colin Greer,Cashier,2024-02-16,7.0,87.0
TRN-040681,2024-12-15 03:09:44,CUST-7501,BCH-008,EMP-008-000,SKU-0081,Where Juice,Dairy,16.35,2,32.7,,Newspaper,Kyle Ramos,Merchandiser,2024-03-08,1.0,99.0
TRN-045872,2024-12-23 19:38:43,CUST-7837,BCH-002,EMP-002-001,SKU-0043,Too Cereal,Snacks,17.37,2,34.74,,Newspaper,Yolanda Burns,Store Manager,2024-04-27,4.0,71.0
TRN-032043,2024-12-03 07:54:38,CUST-3796,BCH-005,EMP-005-000,SKU-0061,Rather Soap,Snacks,14.1,2,28.2,,Word-of-Mouth,Michael Watson,Store Manager,2024-03-07,1.0,95.0
TRN-017015,2024-12-03 17:26:17,CUST-4773,BCH-010,EMP-010-000,SKU-0006,Test Chips,Dairy,16.14,2,32.28,Successful who wish office. To top through drive seem quickly feeling.,Online Ad,Shawn Carroll,Store Manager,2024-06-09,2.0,80.0
TRN-1757919706-136,2025-09-15 12:31:46,CUST-12000,BCH-008,EMP-008-003,SKU-0093,Benefit Pasta,Beverages,2.76,3,8.28,"Great service, very satisfied!",Online Ad,Brittany Vazquez,Cashier,2024-06-26,,
TRN-024920,2024-10-17 07:26:49,CUST-8386,BCH-003,EMP-003-000,SKU-0040,Court Chips,Pantry,7.88,2,15.76,Body wear respond majority recently dream hand. Look the certain form view born senior.,Word-of-Mouth,David White,Store Manager,2024-11-15,2.0,74.0
TRN-043707,2024-10-14 03:08:29,CUST-7792,BCH-004,EMP-004-003,SKU-0064,Building Soap,Personal Care,17.17,3,51.51,,Social Media,Mrs. Erika Wilson,Store Manager,2024-08-15,11.0,75.0
TRN-010714,2024-12-08 09:53:04,CUST-9134,BCH-005,EMP-005-001,SKU-0016,Administration Milk,Pantry,19.77,2,39.54,Company impact environment. Real international hour PM good space.,Social Media,Robert Garcia,Merchandiser,2024-02-26,6.0,93.0
TRN-1758204827-68,2025-09-18 19:43:47,CUST-8493,BCH-002,EMP-002-001,SKU-0061,Official Juice,Pantry,10.67,1,10.67,Friendly staff and quick checkout.,Newspaper,Yolanda Burns,Store Manager,2024-04-27,,
TRN-025085,2024-09-21 15:52:47,CUST-2180,BCH-006,EMP-006-001,SKU-0090,Weight Chips,Snacks,11.15,2,22.3,,Social Media,Chloe Arellano,Inventory Specialist,2024-10-05,6.0,69.0
TRN-035496,2024-11-05 20:36:25,CUST-1923,BCH-003,EMP-003-003,SKU-0077,Your Juice,Pantry,15.83,1,15.83,,Online Ad,Sarah Villanueva,Merchandiser,2024-12-24,2.0,81.0
TRN-031772,2024-11-04 17:08:31,CUST-4840,BCH-003,EMP-003-002,SKU-0087,Miss Chips,Pantry,7.73,1,7.73,,Online Ad,Michael Anderson,Cashier,2024-02-28,5.0,66.0
TRN-032844,2024-11-11 22:33:23,CUST-8500,BCH-001,EMP-001-000,SKU-0067,Family Chips,Beverages,22.71,3,68.13,,Online Ad,Robert Dunn,Inventory Specialist,2024-01-06,8.0,68.0
TRN-038012,2024-10-15 09:02:40,CUST-9675,BCH-001,EMP-001-000,SKU-0023,Address Soap,Dairy,8.91,1,8.91,,Newspaper,Robert Dunn,Inventory Specialist,2024-01-06,8.0,68.0
TRN-1757919706-183,2025-09-15 12:31:46,CUST-1956,BCH-010,EMP-010-004,SKU-0008,Mention Pasta,Beverages,21.06,1,21.06,Excellent product quality.,Newspaper,Nicole Henson,Cashier,2024-07-11,,
TRN-027631,2024-10-25 13:35:44,CUST-4341,BCH-010,EMP-010-002,SKU-0088,Seem Chips,Beverages,24.56,1,24.56,,Word-of-Mouth,Amber Griffin,Cashier,2024-04-10,2.0,70.0
TRN-022948,2024-09-30 20:35:41,CUST-5756,BCH-002,EMP-002-002,SKU-0053,Structure Juice,Personal Care,5.12,2,10.24,,Social Media,Michelle Kelley,Cashier,2024-11-12,13.0,98.0
TRN-029463,2024-11-04 07:42:31,CUST-536,BCH-003,EMP-003-003,SKU-0048,Age Juice,Snacks,3.33,3,9.99,,Newspaper,Sarah Villanueva,Merchandiser,2024-12-24,2.0,81.0
TRN-041186,2024-09-30 13:03:14,CUST-1031,BCH-005,EMP-005-000,SKU-0067,Family Chips,Beverages,22.71,3,68.13,,Word-of-Mouth,Michael Watson,Store Manager,2024-03-07,1.0,95.0
TRN-000610,2024-09-30 12:51:48,CUST-7142,BCH-002,EMP-002-004,SKU-0038,Far Soap,Dairy,21.11,2,42.22,Size author year letter fast yes ground. Until cut put tree choice.,Social Media,Jill Carlson,Inventory Specialist,2024-05-29,10.0,78.0
TRN-026487,2024-11-15 16:18:52,CUST-6022,BCH-001,EMP-001-001,SKU-0063,Hand Cereal,Dairy,12.54,2,25.08,Break organization consider important tell occur work. Them quite by city country value thing fact.,Social Media,Ryan Page,Cashier,2024-10-31,9.0,67.0
TRN-021942,2024-11-23 11:28:20,CUST-5613,BCH-001,EMP-001-003,SKU-0033,Political Milk,Pantry,19.08,2,38.16,Available class series couple guy. Source claim bit especially century public record.,Online Ad,Nicholas Padilla,Store Manager,2024-01-25,6.0,83.0
TRN-031674,2024-10-17 21:20:39,CUST-9807,BCH-002,EMP-002-003,SKU-0038,Far Soap,Dairy,21.11,1,21.11,,Newspaper,Christina Lloyd,Merchandiser,2024-07-31,5.0,81.0
TRN-1758093324-170,2025-09-17 12:45:24,CUST-3930,BCH-004,EMP-004-000,SKU-0052,While Pasta,Personal Care,10.22,2,20.44,"Great service, very satisfied!",Online Ad,Robert Atkinson,Cashier,2024-12-13,,
TRN-044073,2024-10-13 23:16:06,CUST-515,BCH-003,EMP-003-000,SKU-0032,By Pasta,Snacks,23.14,2,46.28,,Online Ad,David White,Store Manager,2024-11-15,2.0,74.0
TRN-011326,2024-10-30 13:18:49,CUST-3179,BCH-009,EMP-009-000,SKU-0023,Address Soap,Dairy,8.91,1,8.91,,Word-of-Mouth,Philip Olson,Store Manager,2024-08-24,15.0,66.0
TRN-042491,2024-12-25 04:42:50,CUST-2146,BCH-004,EMP-004-000,SKU-0043,Too Cereal,Snacks,17.37,2,34.74,,Word-of-Mouth,Robert Atkinson,Cashier,2024-12-13,8.0,80.0
TRN-021858,2024-09-29 22:09:30,CUST-7086,BCH-003,EMP-003-002,SKU-0019,Key Chips,Pantry,8.41,1,8.41,,Word-of-Mouth,Michael Anderson,Cashier,2024-02-28,5.0,66.0
TRN-014174,2024-10-25 03:31:28,CUST-7202,BCH-006,EMP-006-002,SKU-0048,Age Juice,Snacks,3.33,3,9.99,,Online Ad,Daniel Owen,Cashier,2024-12-29,0.0,92.0
TRN-008362,2024-12-13 21:37:53,CUST-9285,BCH-007,EMP-007-001,SKU-0011,Official Soap,Snacks,7.42,2,14.84,,Online Ad,William Gonzalez,Merchandiser,2024-05-19,0.0,82.0
TRN-036653,2024-11-06 16:36:25,CUST-2452,BCH-008,EMP-008-002,SKU-0070,And Chips,Beverages,18.42,3,55.26,,Online Ad,Emily Howard,Store Manager,2024-11-21,4.0,100.0
TRN-036001,2024-11-15 06:23:08,CUST-9413,BCH-009,EMP-009-000,SKU-0022,Different Milk,Beverages,13.45,2,26.9,"Do certain thank to more.
Hard set bad list and possible. Admit month everything.",Word-of-Mouth,Philip Olson,Store Manager,2024-08-24,15.0,66.0
TRN-1758008261-157,2025-09-16 13:07:41,CUST-6357,BCH-004,EMP-004-002,SKU-0047,Health Chips,Snacks,15.79,1,15.79,Average experience.,Word-of-Mouth,Matthew Davies,Cashier,2024-12-22,,
TRN-021668,2024-12-05 08:46:19,CUST-4933,BCH-009,EMP-009-000,SKU-0027,Republican Milk,Beverages,5.62,1,5.62,,Online Ad,Philip Olson,Store Manager,2024-08-24,15.0,66.0
TRN-029579,2024-10-17 18:20:39,CUST-2645,BCH-006,EMP-006-003,SKU-0018,Resource Chips,Snacks,6.7,3,20.1,,Social Media,Kimberly Oliver,Inventory Specialist,2024-11-20,0.0,74.0
TRN-012947,2024-12-04 17:56:32,CUST-2298,BCH-006,EMP-006-000,SKU-0067,Family Chips,Beverages,22.71,3,68.13,,Online Ad,Jacob Hooper,Merchandiser,2024-01-15,9.0,77.0
TRN-028951,2024-11-21 11:02:28,CUST-2988,BCH-009,EMP-009-002,SKU-0089,Quickly Pasta,Beverages,5.26,3,15.78,,Word-of-Mouth,Brandi Collins,Store Manager,2024-10-17,2.0,90.0
TRN-001109,2024-10-17 17:57:14,CUST-7488,BCH-008,EMP-008-002,SKU-0005,Table Cereal,Snacks,16.86,1,16.86,,Social Media,Emily Howard,Store Manager,2024-11-21,4.0,100.0
TRN-019183,2024-10-21 22:55:36,CUST-8445,BCH-003,EMP-003-001,SKU-0056,Establish Milk,Pantry,24.83,2,49.66,Against rock drop young tend wish he. Performance offer community represent.,Social Media,Lonnie Douglas,Store Manager,2024-07-04,1.0,71.0
TRN-009615,2024-10-28 01:21:12,CUST-6959,BCH-007,EMP-007-003,SKU-0065,Try Chips,Snacks,15.46,1,15.46,,Word-of-Mouth,Michael Levy,Store Manager,2024-01-23,9.0,83.0
TRN-008330,2024-09-28 11:01:32,CUST-1455,BCH-002,EMP-002-003,SKU-0048,Age Juice,Snacks,3.33,1,3.33,,Word-of-Mouth,Christina Lloyd,Merchandiser,2024-07-31,5.0,81.0
TRN-017758,2024-12-09 16:20:41,CUST-600,BCH-002,EMP-002-001,SKU-0000,Gas Milk,Beverages,19.25,2,38.5,,Online Ad,Yolanda Burns,Store Manager,2024-04-27,4.0,71.0
TRN-022902,2024-11-26 10:12:34,CUST-6807,BCH-010,EMP-010-002,SKU-0030,Billion Milk,Beverages,24.02,2,48.04,,Newspaper,Amber Griffin,Cashier,2024-04-10,2.0,70.0
TRN-048621,2024-11-26 04:07:09,CUST-5987,BCH-003,EMP-003-002,SKU-0031,Cut Milk,Personal Care,11.34,1,11.34,,Social Media,Michael Anderson,Cashier,2024-02-28,5.0,66.0
TRN-010995,2024-10-17 14:05:30,CUST-3152,BCH-007,EMP-007-000,SKU-0050,White Chips,Beverages,5.01,2,10.02,,Online Ad,Antonio Mcdonald,Merchandiser,2024-08-19,15.0,85.0
TRN-1758199558-71,2025-09-18 18:15:58,CUST-18611,BCH-007,EMP-007-001,SKU-0021,Chair Chips,Pantry,12.73,2,25.46,"Great service, very satisfied!",Word-of-Mouth,William Gonzalez,Merchandiser,2024-05-19,,
TRN-031160,2024-12-02 22:42:45,CUST-6701,BCH-003,EMP-003-000,SKU-0036,Tv Chips,Personal Care,10.28,2,20.56,,Newspaper,David White,Store Manager,2024-11-15,2.0,74.0
TRN-006967,2024-10-12 06:08:11,CUST-2508,BCH-003,EMP-003-001,SKU-0000,Gas Milk,Beverages,19.25,1,19.25,,Word-of-Mouth,Lonnie Douglas,Store Manager,2024-07-04,1.0,71.0
TRN-016455,2024-11-15 13:25:55,CUST-9834,BCH-005,EMP-005-000,SKU-0013,Because Chips,Dairy,11.51,1,11.51,,Online Ad,Michael Watson,Store Manager,2024-03-07,1.0,95.0
TRN-037364,2024-09-26 23:50:19,CUST-3453,BCH-006,EMP-006-001,SKU-0006,Test Chips,Dairy,16.14,2,32.28,,Social Media,Chloe Arellano,Inventory Specialist,2024-10-05,6.0,69.0
TRN-025177,2024-11-04 17:42:14,CUST-5880,BCH-004,EMP-004-003,SKU-0032,By Pasta,Snacks,23.14,3,69.42,,Online Ad,Mrs. Erika Wilson,Store Manager,2024-08-15,11.0,75.0
TRN-025139,2024-12-28 18:45:39,CUST-8348,BCH-005,EMP-005-004,SKU-0056,Establish Milk,Pantry,24.83,2,49.66,,Social Media,Colin Greer,Cashier,2024-02-16,7.0,87.0
TRN-006713,2024-09-29 08:42:20,CUST-7623,BCH-007,EMP-007-004,SKU-0084,So Cereal,Personal Care,17.64,2,35.28,,Social Media,Brooke Martin,Store Manager,2024-07-24,11.0,96.0
TRN-029563,2024-12-02 09:45:13,CUST-7192,BCH-006,EMP-006-000,SKU-0094,Hotel Pasta,Personal Care,12.26,1,12.26,,Newspaper,Jacob Hooper,Merchandiser,2024-01-15,9.0,77.0
TRN-048184,2024-11-22 16:59:07,CUST-3164,BCH-010,EMP-010-004,SKU-0014,Share Pasta,Dairy,3.0,1,3.0,,Online Ad,Nicole Henson,Cashier,2024-07-11,11.0,67.0
TRN-025469,2024-11-11 22:35:14,CUST-1406,BCH-004,EMP-004-001,SKU-0085,Science Pasta,Pantry,14.29,1,14.29,,Social Media,Samantha Barnes,Cashier,2024-04-16,2.0,61.0
TRN-001409,2024-12-04 09:50:56,CUST-3510,BCH-004,EMP-004-001,SKU-0050,White Chips,Beverages,5.01,1,5.01,,Newspaper,Samantha Barnes,Cashier,2024-04-16,2.0,61.0
TRN-030427,2024-10-07 14:12:56,CUST-3452,BCH-005,EMP-005-004,SKU-0018,Resource Chips,Snacks,6.7,1,6.7,,Newspaper,Colin Greer,Cashier,2024-02-16,7.0,87.0
TRN-042583,2024-12-17 22:35:56,CUST-8625,BCH-004,EMP-004-000,SKU-0022,Different Milk,Beverages,13.45,1,13.45,,Newspaper,Robert Atkinson,Cashier,2024-12-13,8.0,80.0
TRN-016562,2024-10-07 14:26:22,CUST-3411,BCH-008,EMP-008-000,SKU-0030,Billion Milk,Beverages,24.02,1,24.02,,Online Ad,Kyle Ramos,Merchandiser,2024-03-08,1.0,99.0
TRN-001285,2024-10-29 09:52:01,CUST-3497,BCH-010,EMP-010-002,SKU-0032,By Pasta,Snacks,23.14,2,46.28,Skin bank approach discuss action wrong. Building four remain first five shoulder.,Social Media,Amber Griffin,Cashier,2024-04-10,2.0,70.0
TRN-030193,2024-12-01 10:01:52,CUST-9236,BCH-002,EMP-002-001,SKU-0091,Low Chips,Snacks,19.96,1,19.96,,Newspaper,Yolanda Burns,Store Manager,2024-04-27,4.0,71.0
TRN-047598,2024-11-09 08:39:25,CUST-1180,BCH-008,EMP-008-000,SKU-0093,Learn Milk,Personal Care,14.69,1,14.69,,Online Ad,Kyle Ramos,Merchandiser,2024-03-08,1.0,99.0
TRN-006845,2024-10-30 19:51:41,CUST-3012,BCH-009,EMP-009-002,SKU-0020,Four Milk,Snacks,15.28,2,30.56,,Word-of-Mouth,Brandi Collins,Store Manager,2024-10-17,2.0,90.0
TRN-001558,2024-10-26 17:53:48,CUST-3507,BCH-007,EMP-007-000,SKU-0097,Despite Pasta,Dairy,1.91,2,3.82,,Online Ad,Antonio Mcdonald,Merchandiser,2024-08-19,15.0,85.0
TRN-028161,2024-12-02 20:18:16,CUST-3814,BCH-010,EMP-010-003,SKU-0009,Just Pasta,Beverages,15.73,2,31.46,,Word-of-Mouth,Jill Dyer,Merchandiser,2024-12-18,12.0,79.0
TRN-033198,2024-10-04 03:59:30,CUST-3516,BCH-009,EMP-009-001,SKU-0085,Science Pasta,Pantry,14.29,2,28.58,,Word-of-Mouth,Ian Arroyo,Merchandiser,2024-09-03,6.0,87.0
